,CPI_YoY
1926-03-31,2.8901734104046284
1926-04-30,4.06976744186045
1926-05-31,2.8901734104046284
1926-06-30,1.1428571428571344
1926-07-31,-1.1299435028248594
1926-08-31,-1.6949152542372947
1926-09-30,-1.1299435028248594
1926-10-31,-0.5649717514124131
1926-11-30,-1.6666666666666718
1926-12-31,-1.1173184357541888
1927-01-31,-2.2346368715083775
1927-02-28,-2.7932960893854775
1927-03-31,-2.8089887640449396
1927-04-30,-3.351955307262555
1927-05-31,-2.2471910112359716
1927-06-30,-0.5649717514124131
1927-07-31,-1.1428571428571344
1927-08-31,-1.1494252873563204
1927-09-30,-1.1428571428571344
1927-10-31,-1.1363636363636576
1927-11-30,-2.259887005649708
1927-12-31,-2.259887005649708
1928-01-31,-1.1428571428571344
1928-02-29,-1.724137931034464
1928-03-31,-1.1560693641618491
1928-04-30,-1.1560693641618491
1928-05-31,-1.1494252873563204
1928-06-30,-2.840909090909094
1928-07-31,-1.1560693641618491
1928-08-31,-0.5813953488371992
1928-09-30,0.0
1928-10-31,-1.1494252873563204
1928-11-30,-0.5780346820809301
1928-12-31,-1.1560693641618491
1929-01-31,-1.1560693641618491
1929-02-28,0.0
1929-03-31,-0.5847953216374324
1929-04-30,-1.1695906432748648
1929-05-31,-1.1627906976744096
1929-06-30,0.0
1929-07-31,1.1695906432748426
1929-08-31,1.1695906432748426
1929-09-30,0.0
1929-10-31,0.5813953488372103
1929-11-30,0.5813953488372103
1929-12-31,0.5847953216374213
1930-01-31,0.0
1930-02-28,-0.5847953216374324
1930-03-31,-0.5882352941176561
1930-04-30,0.591715976331364
1930-05-31,-0.5882352941176561
1930-06-30,-1.7543859649122862
1930-07-31,-4.046242774566466
1930-08-31,-4.624277456647407
1930-09-30,-4.046242774566466
1930-10-31,-4.624277456647407
1930-11-30,-5.202312138728338
1930-12-31,-6.3953488372092915
1931-01-31,-7.017543859649134
1931-02-28,-7.647058823529418
1931-03-31,-7.692307692307687
1931-04-30,-8.823529411764708
1931-05-31,-9.467455621301768
1931-06-30,-10.119047619047628
1931-07-31,-9.036144578313266
1931-08-31,-8.484848484848484
1931-09-30,-9.63855421686748
1931-10-31,-9.696969696969692
1931-11-30,-10.365853658536583
1931-12-31,-9.316770186335411
1932-01-31,-10.062893081761004
1932-02-29,-10.191082802547768
1932-03-31,-10.256410256410254
1932-04-30,-10.322580645161283
1932-05-31,-10.457516339869288
1932-06-30,-9.93377483443708
1932-07-31,-9.93377483443708
1932-08-31,-10.596026490066224
1932-09-30,-10.666666666666668
1932-10-31,-10.738255033557042
1932-11-30,-10.204081632653061
1932-12-31,-10.273972602739722
1933-01-31,-9.790209790209792
1933-02-28,-9.9290780141844
1933-03-31,-9.999999999999998
1933-04-30,-9.35251798561152
1933-05-31,-8.029197080291972
1933-06-30,-6.617647058823528
1933-07-31,-3.676470588235292
1933-08-31,-2.2222222222222254
1933-09-30,-1.4925373134328401
1933-10-31,-0.7518796992481258
1933-11-30,0.0
1933-12-31,0.7633587786259444
1934-01-31,2.325581395348819
1934-02-28,4.7244094488189115
1934-03-31,5.555555555555558
1934-04-30,5.555555555555558
1934-05-31,5.555555555555558
1934-06-30,5.51181102362206
1934-07-31,2.2900763358778775
1934-08-31,1.5151515151515138
1934-09-30,3.0303030303030276
1934-10-31,2.2727272727272707
1934-11-30,2.2727272727272707
1934-12-31,1.5151515151515138
1935-01-31,3.0303030303030276
1935-02-28,3.007518796992481
1935-03-31,3.007518796992481
1935-04-30,3.759398496240607
1935-05-31,3.759398496240607
1935-06-30,2.238805970149249
1935-07-31,2.238805970149249
1935-08-31,2.238805970149249
1935-09-30,0.7352941176470562
1935-10-31,1.4814814814814836
1935-11-30,2.2222222222222365
1935-12-31,2.9850746268656803
1936-01-31,1.4705882352941346
1936-02-29,0.7299270072992803
1936-03-31,0.0
1936-04-30,-0.7246376811594346
1936-05-31,-0.7246376811594346
1936-06-30,0.7299270072992803
1936-07-31,1.4598540145985384
1936-08-31,2.1897810218978186
1936-09-30,2.1897810218978186
1936-10-31,2.1897810218978186
1936-11-30,1.4492753623188248
1936-12-31,1.4492753623188248
1937-01-31,2.1739130434782483
1937-02-28,2.1739130434782483
1937-03-31,3.649635036496357
1937-04-30,4.379562043795637
1937-05-31,5.109489051094895
1937-06-30,4.347826086956519
1937-07-31,4.316546762589923
1937-08-31,3.571428571428581
1937-09-30,4.285714285714293
1937-10-31,4.285714285714293
1937-11-30,3.571428571428581
1937-12-31,2.857142857142869
1938-01-31,0.7092198581560183
1938-02-28,0.0
1938-03-31,-0.7042253521126751
1938-04-30,-0.6993006993007089
1938-05-31,-2.083333333333337
1938-06-30,-2.083333333333337
1938-07-31,-2.758620689655178
1938-08-31,-2.758620689655178
1938-09-30,-3.424657534246578
1938-10-31,-4.109589041095885
1938-11-30,-3.4482758620689613
1938-12-31,-2.777777777777779
1939-01-31,-1.4084507042253502
1939-02-28,-1.4184397163120477
1939-03-31,-1.4184397163120477
1939-04-30,-2.8169014084506894
1939-05-31,-2.127659574468077
1939-06-30,-2.127659574468077
1939-07-31,-2.127659574468077
1939-08-31,-2.127659574468077
1939-09-30,0.0
1939-10-31,0.0
1939-11-30,0.0
1939-12-31,0.0
1940-01-31,-0.7142857142857117
1940-02-29,0.7194244604316502
1940-03-31,0.7194244604316502
1940-04-30,1.4492753623188248
1940-05-31,1.4492753623188248
1940-06-30,2.1739130434782483
1940-07-31,1.4492753623188248
1940-08-31,1.4492753623188248
1940-09-30,-0.7092198581560294
1940-10-31,0.0
1940-11-30,0.0
1940-12-31,0.7142857142857117
1941-01-31,1.4388489208633004
1941-02-28,0.7142857142857117
1941-03-31,1.4285714285714235
1941-04-30,2.1428571428571574
1941-05-31,2.857142857142869
1941-06-30,4.255319148936176
1941-07-31,5.000000000000004
1941-08-31,6.428571428571428
1941-09-30,7.857142857142851
1941-10-31,9.285714285714297
1941-11-30,10.000000000000009
1941-12-31,9.92907801418439
1942-01-31,11.347517730496449
1942-02-28,12.056737588652489
1942-03-31,12.676056338028175
1942-04-30,12.587412587412583
1942-05-31,13.194444444444443
1942-06-30,10.88435374149661
1942-07-31,11.564625850340127
1942-08-31,10.738255033557053
1942-09-30,9.27152317880795
1942-10-31,9.15032679738561
1942-11-30,9.090909090909083
1942-12-31,9.03225806451613
1943-01-31,7.643312101910826
1943-02-28,6.962025316455689
1943-03-31,7.499999999999996
1943-04-30,8.074534161490664
1943-05-31,7.361963190184051
1943-06-30,7.361963190184051
1943-07-31,6.0975609756097615
1943-08-31,4.8484848484848575
1943-09-30,5.454545454545445
1943-10-31,4.191616766467066
1943-11-30,3.5714285714285587
1943-12-31,2.9585798816567976
1944-01-31,2.9585798816567976
1944-02-29,2.9585798816567976
1944-03-31,1.1627906976744207
1944-04-30,0.5747126436781658
1944-05-31,0.0
1944-06-30,0.5714285714285783
1944-07-31,1.7241379310344973
1944-08-31,2.3121387283236983
1944-09-30,1.7241379310344973
1944-10-31,1.7241379310344973
1944-11-30,1.7241379310344973
1944-12-31,2.298850574712663
1945-01-31,2.298850574712663
1945-02-28,2.298850574712663
1945-03-31,2.298850574712663
1945-04-30,1.7142857142857126
1945-05-31,2.2857142857142687
1945-06-30,2.840909090909083
1945-07-31,2.259887005649719
1945-08-31,2.259887005649719
1945-09-30,2.259887005649719
1945-10-31,2.259887005649719
1945-11-30,2.259887005649719
1945-12-31,2.2471910112359383
1946-01-31,2.2471910112359383
1946-02-28,1.6853932584269593
1946-03-31,2.8089887640449396
1946-04-30,3.3707865168539186
1946-05-31,3.3519553072625774
1946-06-30,3.3149171270718147
1946-07-31,9.392265193370154
1946-08-31,11.602209944751362
1946-09-30,12.707182320441968
1946-10-31,14.917127071823199
1946-11-30,17.67955801104972
1946-12-31,18.131868131868135
1947-01-31,18.131868131868135
1947-02-28,18.78453038674033
1947-03-31,19.67213114754096
1947-04-30,19.02173913043479
1947-05-31,18.37837837837837
1947-06-30,17.647058823529417
1947-07-31,12.12121212121211
1947-08-31,11.386138613861396
1947-09-30,12.745098039215685
1947-10-31,10.576923076923084
1947-11-30,8.450704225352123
1947-12-31,8.837209302325565
1948-01-31,10.232558139534875
1948-02-29,9.302325581395344
1948-03-31,6.849315068493156
1948-04-30,8.675799086757996
1948-05-31,9.1324200913242
1948-06-30,9.545454545454547
1948-07-31,9.909909909909898
1948-08-31,8.888888888888879
1948-09-30,6.521739130434789
1948-10-31,6.0869565217391175
1948-11-30,4.761904761904745
1948-12-31,2.991452991453003
1949-01-31,1.2658227848101333
1949-02-28,1.276595744680864
1949-03-31,1.7094017094017255
1949-04-30,0.42016806722688926
1949-05-31,-0.4184100418409997
1949-06-30,-0.8298755186722073
1949-07-31,-2.868852459016391
1949-08-31,-2.857142857142858
1949-09-30,-2.448979591836742
1949-10-31,-2.868852459016391
1949-11-30,-1.6528925619834656
1949-12-31,-2.0746887966805017
1950-01-31,-2.083333333333337
1950-02-28,-1.260504201680679
1950-03-31,-0.8403361344537785
1950-04-30,-1.2552301255229992
1950-05-31,-0.42016806722690037
1950-06-30,-0.4184100418409997
1950-07-31,1.6877637130801704
1950-08-31,2.1008403361344463
1950-09-30,2.092050209205021
1950-10-31,3.797468354430378
1950-11-30,3.7815126050420034
1950-12-31,5.932203389830493
1951-01-31,8.085106382978724
1951-02-28,9.361702127659566
1951-03-31,9.322033898305083
1951-04-30,9.322033898305083
1951-05-31,9.282700421940927
1951-06-30,8.823529411764696
1951-07-31,7.468879668049788
1951-08-31,6.584362139917688
1951-09-30,6.9672131147541005
1951-10-31,6.5040650406503975
1951-11-30,6.882591093117396
1951-12-31,6.000000000000005
1952-01-31,4.330708661417337
1952-02-29,2.3346303501945664
1952-03-31,1.9379844961240345
1952-04-30,2.325581395348819
1952-05-31,1.9305019305019266
1952-06-30,2.316602316602312
1952-07-31,3.0888030888030826
1952-08-31,3.0888030888030826
1952-09-30,2.298850574712641
1952-10-31,1.9083969465648831
1952-11-30,1.1363636363636465
1952-12-31,0.7547169811320753
1953-01-31,0.37735849056603765
1953-02-28,0.7604562737642651
1953-03-31,1.1406844106463865
1953-04-30,0.7575757575757791
1953-05-31,1.1363636363636465
1953-06-30,1.132075471698113
1953-07-31,0.3745318352059934
1953-08-31,0.7490636704119868
1953-09-30,0.7490636704119868
1953-10-31,1.1235955056179803
1953-11-30,0.7490636704119868
1953-12-31,0.7490636704119868
1954-01-31,1.1278195488721776
1954-02-28,1.5094339622641506
1954-03-31,1.1278195488721776
1954-04-30,0.7518796992481258
1954-05-31,0.7490636704119868
1954-06-30,0.3731343283581934
1954-07-31,0.3731343283581934
1954-08-31,0.0
1954-09-30,-0.3717472118959009
1954-10-31,-0.7407407407407418
1954-11-30,-0.3717472118959009
1954-12-31,-0.743494423791824
1955-01-31,-0.743494423791824
1955-02-28,-0.743494423791824
1955-03-31,-0.743494423791824
1955-04-30,-0.3731343283582156
1955-05-31,-0.743494423791824
1955-06-30,-0.743494423791824
1955-07-31,-0.3717472118959009
1955-08-31,-0.3717472118959009
1955-09-30,0.3731343283581934
1955-10-31,0.3731343283581934
1955-11-30,0.3731343283581934
1955-12-31,0.3745318352059934
1956-01-31,0.3745318352059934
1956-02-29,0.3745318352059934
1956-03-31,0.3745318352059934
1956-04-30,0.7490636704119868
1956-05-31,1.1235955056179803
1956-06-30,1.8726591760299671
1956-07-31,2.238805970149249
1956-08-31,1.8656716417910557
1956-09-30,1.8587360594795488
1956-10-31,2.230483271375472
1956-11-30,2.230483271375472
1956-12-31,2.9850746268656803
1957-01-31,2.9850746268656803
1957-02-28,3.3582089552238736
1957-03-31,3.731343283582089
1957-04-30,3.7174721189590976
1957-05-31,3.703703703703698
1957-06-30,3.308823529411775
1957-07-31,3.284671532846728
1957-08-31,3.663003663003672
1957-09-30,3.284671532846728
1957-10-31,2.9090909090909056
1957-11-30,3.2727272727272716
1957-12-31,2.898550724637672
1958-01-31,3.6231884057970953
1958-02-28,3.2490974729241895
1958-03-31,3.597122302158273
1958-04-30,3.584229390680993
1958-05-31,3.214285714285703
1958-06-30,2.8469750889679624
1958-07-31,2.473498233215543
1958-08-31,2.1201413427561766
1958-09-30,2.1201413427561766
1958-10-31,2.1201413427561766
1958-11-30,2.1126760563380254
1958-12-31,1.760563380281699
1959-01-31,1.3986013986013957
1959-02-28,1.0489510489510412
1959-03-31,0.3472222222222099
1959-04-30,0.34602076124568004
1959-05-31,0.34602076124568004
1959-06-30,0.6920415224913601
1959-07-31,0.6896551724137945
1959-08-31,1.038062283737018
1959-09-30,1.384083044982698
1959-10-31,1.730103806228378
1959-11-30,1.379310344827589
1959-12-31,1.730103806228378
1960-01-31,1.0344827586207028
1960-02-29,1.730103806228378
1960-03-31,1.730103806228378
1960-04-30,1.724137931034475
1960-05-31,1.724137931034475
1960-06-30,1.7182130584192379
1960-07-31,1.3698630136986356
1960-08-31,1.3698630136986356
1960-09-30,1.0238907849829282
1960-10-31,1.3605442176870763
1960-11-30,1.3605442176870763
1960-12-31,1.3605442176870763
1961-01-31,1.7064846416382284
1961-02-28,1.3605442176870763
1961-03-31,1.3605442176870763
1961-04-30,1.016949152542379
1961-05-31,1.016949152542379
1961-06-30,0.6756756756756799
1961-07-31,1.3513513513513375
1961-08-31,1.0135135135135087
1961-09-30,1.3513513513513375
1961-10-31,0.6711409395973034
1961-11-30,0.6711409395973034
1961-12-31,0.6711409395973034
1962-01-31,0.6711409395973034
1962-02-28,1.0067114093959662
1962-03-31,1.0067114093959662
1962-04-30,1.342281879194629
1962-05-31,1.342281879194629
1962-06-30,1.342281879194629
1962-07-31,1.0000000000000009
1962-08-31,1.3377926421404673
1962-09-30,1.3333333333333197
1962-10-31,1.3333333333333197
1962-11-30,1.3333333333333197
1962-12-31,1.3333333333333197
1963-01-31,1.3333333333333197
1963-02-28,0.9966777408637828
1963-03-31,1.3289036544850363
1963-04-30,0.9933774834437026
1963-05-31,0.9933774834437026
1963-06-30,1.324503311258285
1963-07-31,1.320132013201314
1963-08-31,1.320132013201314
1963-09-30,0.9868421052631637
1963-10-31,1.3157894736842257
1963-11-30,1.3157894736842257
1963-12-31,1.6447368421052655
1964-01-31,1.6447368421052655
1964-02-29,1.6447368421052655
1964-03-31,1.3114754098360715
1964-04-30,1.3114754098360715
1964-05-31,1.3114754098360715
1964-06-30,1.3071895424836555
1964-07-31,1.3029315960912058
1964-08-31,0.9771986970684043
1964-09-30,1.3029315960912058
1964-10-31,0.9740259740259827
1964-11-30,1.298701298701288
1964-12-31,0.9708737864077666
1965-01-31,0.9708737864077666
1965-02-28,0.9708737864077666
1965-03-31,1.2944983818770295
1965-04-30,1.6181229773462702
1965-05-31,1.6181229773462702
1965-06-30,1.9354838709677358
1965-07-31,1.6077170418006492
1965-08-31,1.9354838709677358
1965-09-30,1.6077170418006492
1965-10-31,1.9292604501607746
1965-11-30,1.6025641025640969
1965-12-31,1.9230769230769384
1966-01-31,1.9230769230769384
1966-02-28,2.564102564102577
1966-03-31,2.5559105431310014
1966-04-30,2.8662420382165488
1966-05-31,2.8662420382165488
1966-06-30,2.5316455696202445
1966-07-31,2.848101265822778
1966-08-31,3.4810126582278444
1966-09-30,3.4810126582278444
1966-10-31,3.785488958990535
1966-11-30,3.785488958990535
1966-12-31,3.459119496855334
1967-01-31,3.459119496855334
1967-02-28,2.8124999999999956
1967-03-31,2.8037383177569986
1967-04-30,2.4767801857585203
1967-05-31,2.786377708978338
1967-06-30,2.777777777777768
1967-07-31,2.7692307692307683
1967-08-31,2.4464831804281273
1967-09-30,2.752293577981657
1967-10-31,2.4316109422492627
1967-11-30,2.7355623100303816
1967-12-31,3.039513677811545
1968-01-31,3.647416413373872
1968-02-29,3.951367781155035
1968-03-31,3.9393939393939315
1968-04-30,3.92749244712991
1968-05-31,3.9156626506023917
1968-06-30,4.2042042042042205
1968-07-31,4.491017964071853
1968-08-31,4.477611940298498
1968-09-30,4.464285714285721
1968-10-31,4.7477744807121525
1968-11-30,4.7337278106508895
1968-12-31,4.71976401179941
1969-01-31,4.398826979472137
1969-02-28,4.678362573099393
1969-03-31,5.247813411078739
1969-04-30,5.523255813953476
1969-05-31,5.507246376811592
1969-06-30,5.475504322766556
1969-07-31,5.4441260744985565
1969-08-31,5.714285714285716
1969-09-30,5.698005698005693
1969-10-31,5.665722379603411
1969-11-30,5.932203389830515
1969-12-31,6.197183098591563
1970-01-31,6.179775280898858
1970-02-28,6.145251396648055
1970-03-31,5.817174515235468
1970-04-30,6.060606060606077
1970-05-31,6.043956043956045
1970-06-30,6.010928961748618
1970-07-31,5.978260869565233
1970-08-31,5.405405405405395
1970-09-30,5.660377358490565
1970-10-31,5.630026809651478
1970-11-30,5.600000000000005
1970-12-31,5.570291777188308
1971-01-31,5.291005291005302
1971-02-28,5.000000000000004
1971-03-31,4.712041884816753
1971-04-30,4.155844155844157
1971-05-31,4.404145077720201
1971-06-30,4.6391752577319645
1971-07-31,4.358974358974366
1971-08-31,4.615384615384599
1971-09-30,4.081632653061207
1971-10-31,3.8071065989847774
1971-11-30,3.282828282828265
1971-12-31,3.266331658291466
1972-01-31,3.266331658291466
1972-02-29,3.50877192982455
1972-03-31,3.499999999999992
1972-04-30,3.4912718204488824
1972-05-31,3.2258064516129226
1972-06-30,2.7093596059113434
1972-07-31,2.9484029484029284
1972-08-31,2.941176470588247
1972-09-30,3.1862745098039325
1972-10-31,3.4229828850855792
1972-11-30,3.667481662591676
1972-12-31,3.406326034063256
1973-01-31,3.649635036496357
1973-02-28,3.874092009685226
1973-03-31,4.589371980676327
1973-04-30,5.060240963855422
1973-05-31,5.528846153846145
1973-06-30,5.995203836930463
1973-07-31,5.727923627684972
1973-08-31,7.380952380952377
1973-09-30,7.3634204275534465
1973-10-31,7.801418439716312
1973-11-30,8.25471698113207
1973-12-31,8.705882352941185
1974-01-31,9.38967136150235
1974-02-28,10.023310023310028
1974-03-31,10.39260969976905
1974-04-30,10.091743119266061
1974-05-31,10.70615034168565
1974-06-30,10.859728506787313
1974-07-31,11.512415349887139
1974-08-31,10.864745011086473
1974-09-30,11.946902654867241
1974-10-31,12.061403508771939
1974-11-30,12.200435729847502
1974-12-31,12.337662337662337
1975-01-31,11.802575107296143
1975-02-28,11.228813559322038
1975-03-31,10.251046025104603
1975-04-30,10.20833333333333
1975-05-31,9.4650205761317
1975-06-30,9.387755102040817
1975-07-31,9.716599190283404
1975-08-31,8.599999999999985
1975-09-30,7.905138339920947
1975-10-31,7.4363992172211235
1975-11-30,7.37864077669903
1975-12-31,6.936416184971095
1976-01-31,6.717850287907878
1976-02-29,6.285714285714272
1976-03-31,6.072106261859567
1976-04-30,6.0491493383743045
1976-05-31,6.203007518796988
1976-06-30,5.970149253731338
1976-07-31,5.350553505535061
1976-08-31,5.7090239410681365
1976-09-30,5.494505494505497
1976-10-31,5.464480874316946
1976-11-30,4.88245931283906
1976-12-31,4.86486486486486
1977-01-31,5.215827338129486
1977-02-28,5.913978494623673
1977-03-31,6.440071556350624
1977-04-30,6.951871657754016
1977-05-31,6.725663716814156
1977-06-30,6.866197183098599
1977-07-31,6.8301225919439545
1977-08-31,6.620209059233462
1977-09-30,6.59722222222221
1977-10-31,6.390328151986191
1977-11-30,6.7241379310344795
1977-12-31,6.70103092783505
1978-01-31,6.8376068376068355
1978-02-28,6.429780033840937
1978-03-31,6.554621848739495
1978-04-30,6.499999999999995
1978-05-31,6.9651741293532465
1978-06-30,7.413509060955525
1978-07-31,7.7049180327869005
1978-08-31,7.843137254901955
1978-09-30,8.306188925081436
1978-10-31,8.92857142857142
1978-11-30,8.8852988691438
1978-12-31,9.017713365539448
1979-01-31,9.28
1979-02-28,9.856915739268679
1979-03-31,10.094637223974768
1979-04-30,10.485133020344284
1979-05-31,10.852713178294572
1979-06-30,10.889570552147232
1979-07-31,11.263318112633169
1979-08-31,11.818181818181817
1979-09-30,12.180451127819536
1979-10-31,12.071535022354718
1979-11-30,12.611275964391687
1979-12-31,13.293943870014768
1980-01-31,13.90922401171304
1980-02-29,14.1823444283647
1980-03-31,14.756446991404015
1980-04-30,14.730878186968855
1980-05-31,14.40559440559439
1980-06-30,14.384508990318135
1980-07-31,13.132694938440515
1980-08-31,12.872628726287271
1980-09-30,12.600536193029498
1980-10-31,12.765957446808507
1980-11-30,12.648221343873512
1980-12-31,12.516297262059961
1981-01-31,11.825192802056561
1981-02-28,11.406844106463886
1981-03-31,10.486891385767795
1981-04-30,9.999999999999986
1981-05-31,9.7799511002445
1981-06-30,9.552599758162028
1981-07-31,10.761789600967342
1981-08-31,10.80432172869148
1981-09-30,10.952380952380958
1981-10-31,10.14150943396228
1981-11-30,9.590643274853793
1981-12-31,8.92236384704519
1982-01-31,8.390804597701141
1982-02-28,7.622298065984068
1982-03-31,6.779661016949157
1982-04-30,6.509539842873191
1982-05-31,6.681514476614692
1982-06-30,7.064017660044164
1982-07-31,6.4410480349345045
1982-08-31,5.850487540628402
1982-09-30,5.04291845493563
1982-10-31,5.139186295503206
1982-11-30,4.589114194236932
1982-12-31,3.8297872340425476
1983-01-31,3.711558854718988
1983-02-28,3.488372093023262
1983-03-31,3.5978835978836
1983-04-30,3.898840885142252
1983-05-31,3.549060542797511
1983-06-30,2.577319587628857
1983-07-31,2.4615384615384706
1983-08-31,2.5588536335721557
1983-09-30,2.860061287027582
1983-10-31,2.851323828920571
1983-11-30,3.2653061224489743
1983-12-31,3.7909836065573854
1984-01-31,4.192229038854811
1984-02-29,4.596527068437184
1984-03-31,4.80081716036771
1984-04-30,4.563894523326573
1984-05-31,4.233870967741948
1984-06-30,4.2211055276381915
1984-07-31,4.204204204204198
1984-08-31,4.291417165668654
1984-09-30,4.270109235352537
1984-10-31,4.257425742574261
1984-11-30,4.051383399209474
1984-12-31,3.948667324777877
1985-01-31,3.5328753680078373
1985-02-28,3.515625
1985-03-31,3.70370370370372
1985-04-30,3.6857419980601547
1985-05-31,3.771760154738879
1985-06-30,3.760848601735778
1985-07-31,3.5542747358309423
1985-08-31,3.349282296650724
1985-09-30,3.142857142857136
1985-10-31,3.228869895536568
1985-11-30,3.5137701804368593
1985-12-31,3.7986704653371284
1986-01-31,3.8862559241706007
1986-02-28,3.113207547169816
1986-03-31,2.2556390977443552
1986-04-30,1.5902712815715425
1986-05-31,1.491146318732528
1986-06-30,1.7657992565055736
1986-07-31,1.5769944341373021
1986-08-31,1.5740740740740833
1986-09-30,1.7543859649122862
1986-10-31,1.4719411223550916
1986-11-30,1.2844036697247763
1986-12-31,1.097895699908502
1987-01-31,1.4598540145985384
1987-02-28,2.1043000914912957
1987-03-31,3.0330882352941124
1987-04-30,3.7753222836095945
1987-05-31,3.8567493112947604
1987-06-30,3.65296803652968
1987-07-31,3.926940639269394
1987-08-31,4.284412032816776
1987-09-30,4.355716878402904
1987-10-31,4.533091568449676
1987-11-30,4.528985507246386
1987-12-31,4.4343891402715
1988-01-31,4.046762589928066
1988-02-29,3.942652329749108
1988-03-31,3.9250669045495234
1988-04-30,3.9041703637976877
1988-05-31,3.89036251105217
1988-06-30,3.96475770925111
1988-07-31,4.130052724077338
1988-08-31,4.020979020979021
1988-09-30,4.17391304347825
1988-10-31,4.249783174327848
